id,review_date,product_type,product_name,review_text
377,2025-07-24,teleportation stone,Almost There Pebble,"Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Almost There Pebble'. Clearly had a long life before me, but it still has plenty of magic left."
378,2021-02-18,lucky charm,Traffic Light Clover,"Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  This is a second hand lucky charm called 'Traffic Light Clover'. Clearly had a long life before me, but it still has plenty of magic left."
379,2021-01-03,summoning candle,Customer Support Candle,Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'Customer Support Candle'. Came with some notes scribbled in the margins that were actually very helpful.
380,2022-10-30,dragon egg,Suspicious Rock,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Suspicious Rock'. Seller included a warning note that I really should have taken more seriously."
381,2022-08-01,haunted ring,Ex Engagement Band,Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Came with some notes scribbled in the margins that were actually very helpful.
382,2022-09-12,magic carpet,Patchwork Glider,"Decent condition for second hand magic. Smells like brimstone and lavender.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Patchwork Glider'. Came with some notes scribbled in the margins that were actually very helpful."
383,2021-08-21,teleportation stone,Lag Portal Stone,"The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Lag Portal Stone'. Clearly had a long life before me, but it still has plenty of magic left."
384,2025-07-29,dragon egg,Apartment Sized Lizard Egg,"Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Apartment Sized Lizard Egg'. Seller included a warning note that I really should have taken more seriously."
385,2022-06-25,truth serum,Tell All Elixir,Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  This is a second hand truth serum called 'Tell All Elixir'. Seller included a warning note that I really should have taken more seriously.
386,2021-06-25,invisibility cloak,Social Exit Cape,"Had to recalibrate the runes, but after that it works mostly as advertised.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Social Exit Cape'. Seller included a warning note that I really should have taken more seriously."
387,2024-10-31,wish coin,Three Wish-ish Coin,"I only meant to impress my date. Accidentally became regional hero. Not complaining.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Three Wish-ish Coin'. Clearly had a long life before me, but it still has plenty of magic left."
388,2021-05-26,lucky charm,Lottery Maybe Keychain,Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  This is a second hand lucky charm called 'Lottery Maybe Keychain'. Seller included a warning note that I really should have taken more seriously.
389,2021-09-23,cursed doll,Annabell-ish,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Only speaks at night and only in petty complaints about my life choices. Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Annabell-ish'. Came with some notes scribbled in the margins that were actually very helpful."
390,2023-11-09,summoning candle,Customer Support Candle,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Comes with a hold music curse whenever you put it out. Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'Customer Support Candle'. Clearly had a long life before me, but it still has plenty of magic left."
391,2023-05-11,invisibility cloak,Introvert's Blanket,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Introvert's Blanket'. Clearly had a long life before me, but it still has plenty of magic left."
392,2022-07-12,time hourglass,ChronoDrip,Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'ChronoDrip'. You can still feel a bit of the previous owner's energy in the item.
393,2023-09-13,haunted ring,Ghosted Band,"Functionally fine, just very unpredictable. Use only if your insurance covers magical incidents.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ghosted Band'. Clearly had a long life before me, but it still has plenty of magic left."
394,2022-01-12,invisibility cloak,Barely There Cloak,"The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Barely There Cloak'. Came with some notes scribbled in the margins that were actually very helpful."
395,2025-07-09,summoning candle,LateNight Summon,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'LateNight Summon'. Came with some notes scribbled in the margins that were actually very helpful."
396,2024-06-18,magic carpet,Patchwork Glider,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Patchwork Glider'. Seller included a warning note that I really should have taken more seriously."
397,2024-03-02,cursed doll,Porcelain Trouble,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Porcelain Trouble'. Came with some notes scribbled in the margins that were actually very helpful."
398,2023-06-18,love potion,Swipe Right Serum,"Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Used it on a dating app meetup and things escalated into a royal engagement. Ex keeps trying to borrow it, which feels like a red flag. This is a second hand love potion called 'Swipe Right Serum'. Seller included a warning note that I really should have taken more seriously."
399,2023-03-10,teleportation stone,DelayPort Rock,"Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'DelayPort Rock'. Came with some notes scribbled in the margins that were actually very helpful."
400,2022-08-24,talking sword,Drama Saber,"Had to recalibrate the runes, but after that it works mostly as advertised.  Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Drama Saber'. Clearly had a long life before me, but it still has plenty of magic left."
401,2025-03-27,invisibility cloak,Hide N Seek Pro,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Hide N Seek Pro'. Seller included a warning note that I really should have taken more seriously."
402,2021-10-18,necromancer's grimoire,Skeleton Crew Manual,The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Skeleton Crew Manual'. You can still feel a bit of the previous owner's energy in the item.
403,2021-04-13,wish coin,Almost Lucky Penny,"The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Almost Lucky Penny'. You can still feel a bit of the previous owner's energy in the item."
404,2024-07-08,teleportation stone,Lag Portal Stone,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Lag Portal Stone'. Seller included a warning note that I really should have taken more seriously."
405,2023-05-11,enchanted mirror,FilterFree Reflection,Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  This is a second hand enchanted mirror called 'FilterFree Reflection'. You can still feel a bit of the previous owner's energy in the item.
406,2022-10-29,haunted ring,Spectral Promise,"The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Spectral Promise'. Clearly had a long life before me, but it still has plenty of magic left."
407,2022-03-10,love potion,Second Chance Brew,"The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Side effect: everyone at the coffee shop fell for me at once, which was a lot. This is a second hand love potion called 'Second Chance Brew'. Came with some notes scribbled in the margins that were actually very helpful."
408,2022-09-19,lucky charm,Rent Day Rabbit Foot,Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. You can still feel a bit of the previous owner's energy in the item.
409,2025-04-13,lucky charm,Lottery Maybe Keychain,"Had to recalibrate the runes, but after that it works mostly as advertised.  This is a second hand lucky charm called 'Lottery Maybe Keychain'. Clearly had a long life before me, but it still has plenty of magic left."
410,2023-09-06,love potion,HeartSpark,"I only meant to impress my date. Accidentally became regional hero. Not complaining.  Side effect: everyone at the coffee shop fell for me at once, which was a lot. Used it on a dating app meetup and things escalated into a royal engagement. This is a second hand love potion called 'HeartSpark'. Seller included a warning note that I really should have taken more seriously."
411,2024-03-20,wish coin,Almost Lucky Penny,"Bought this second hand and honestly it changed my life. Used it once and now I am technically a minor king of a small valley.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Almost Lucky Penny'. You can still feel a bit of the previous owner's energy in the item."
412,2023-04-28,summoning candle,DemonLite,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'DemonLite'. Seller included a warning note that I really should have taken more seriously."
413,2023-06-02,invisibility cloak,Hide N Seek Pro,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Hide N Seek Pro'. You can still feel a bit of the previous owner's energy in the item."
414,2025-09-30,dragon egg,Suspicious Rock,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Suspicious Rock'. You can still feel a bit of the previous owner's energy in the item."
415,2022-12-25,teleportation stone,MetroSkip Stone,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'MetroSkip Stone'. Came with some notes scribbled in the margins that were actually very helpful."
416,2022-05-06,magic carpet,UberCarpet X,"Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'UberCarpet X'. Clearly had a long life before me, but it still has plenty of magic left."
417,2023-05-10,magic carpet,UberCarpet X,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'UberCarpet X'. Came with some notes scribbled in the margins that were actually very helpful."
418,2021-08-28,haunted ring,Spectral Promise,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Spectral Promise'. Seller included a warning note that I really should have taken more seriously."
419,2024-01-18,dragon egg,Mystery Omelette,"The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Mystery Omelette'. Seller included a warning note that I really should have taken more seriously."
420,2022-06-13,cursed doll,Porcelain Trouble,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Only speaks at night and only in petty complaints about my life choices. Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Porcelain Trouble'. Clearly had a long life before me, but it still has plenty of magic left."
421,2022-06-06,summoning candle,DemonLite,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Comes with a hold music curse whenever you put it out. Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'DemonLite'. Seller included a warning note that I really should have taken more seriously."
422,2024-02-29,haunted ring,Ex Engagement Band,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Came with some notes scribbled in the margins that were actually very helpful."
423,2023-07-13,truth serum,Honesty Shot,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  This is a second hand truth serum called 'Honesty Shot'. Clearly had a long life before me, but it still has plenty of magic left."
424,2022-04-24,haunted ring,Ring of Red Flags,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ring of Red Flags'. Clearly had a long life before me, but it still has plenty of magic left."
425,2024-10-28,time hourglass,Weekend Extender,"Does technically work, but it keeps calling my mom to report my life choices.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Weekend Extender'. Came with some notes scribbled in the margins that were actually very helpful."
426,2024-10-12,talking sword,Motivational Knife,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Keeps rating my fighting form like a reality show judge. Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. This is a second hand talking sword called 'Motivational Knife'. Came with some notes scribbled in the margins that were actually very helpful."
427,2023-08-01,teleportation stone,Lag Portal Stone,"You get what you pay for. Good for practice, not for serious demon negotiations.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Lag Portal Stone'. Clearly had a long life before me, but it still has plenty of magic left."
428,2024-12-08,lucky charm,Lottery Maybe Keychain,"Does technically work, but it keeps calling my mom to report my life choices.  This is a second hand lucky charm called 'Lottery Maybe Keychain'. Clearly had a long life before me, but it still has plenty of magic left."
429,2025-09-10,truth serum,Blabbermouth Tonic,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  This is a second hand truth serum called 'Blabbermouth Tonic'. Seller included a warning note that I really should have taken more seriously."
430,2022-09-14,enchanted mirror,FilterFree Reflection,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  This is a second hand enchanted mirror called 'FilterFree Reflection'. Clearly had a long life before me, but it still has plenty of magic left."
431,2024-05-16,dragon egg,Suspicious Rock,"Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Suspicious Rock'. You can still feel a bit of the previous owner's energy in the item."
432,2022-10-24,invisibility cloak,Introvert's Blanket,"Listing said 'lightly cursed' but I am now on my third exorcist this week.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Introvert's Blanket'. Clearly had a long life before me, but it still has plenty of magic left."
433,2024-05-26,cursed doll,Porcelain Trouble,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Porcelain Trouble'. Clearly had a long life before me, but it still has plenty of magic left."
434,2021-01-17,talking sword,Chatterblade,Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Chatterblade'. Seller included a warning note that I really should have taken more seriously.
435,2021-05-11,dragon egg,Suspicious Rock,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Suspicious Rock'. Came with some notes scribbled in the margins that were actually very helpful."
436,2024-04-02,love potion,Lonely No More Vial,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Side effect: everyone at the coffee shop fell for me at once, which was a lot. Used it on a dating app meetup and things escalated into a royal engagement. This is a second hand love potion called 'Lonely No More Vial'. Seller included a warning note that I really should have taken more seriously."
437,2025-02-11,haunted ring,Ghosted Band,"You get what you pay for. Good for practice, not for serious demon negotiations.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ghosted Band'. You can still feel a bit of the previous owner's energy in the item."
438,2021-12-10,invisibility cloak,Social Exit Cape,"Decent condition for second hand magic. Smells like brimstone and lavender.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Social Exit Cape'. Came with some notes scribbled in the margins that were actually very helpful."
439,2023-02-17,teleportation stone,DelayPort Rock,"Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'DelayPort Rock'. Clearly had a long life before me, but it still has plenty of magic left."
440,2023-08-13,magic carpet,Secondhand SkyMat,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Secondhand SkyMat'. You can still feel a bit of the previous owner's energy in the item."
441,2024-01-15,time hourglass,Deadline Bender,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. Clearly had a long life before me, but it still has plenty of magic left."
442,2022-04-25,haunted ring,Ex Engagement Band,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Clearly had a long life before me, but it still has plenty of magic left."
443,2024-08-26,lucky charm,Rent Day Rabbit Foot,"You get what you pay for. Good for practice, not for serious demon negotiations.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. Clearly had a long life before me, but it still has plenty of magic left."
444,2022-09-13,summoning candle,LateNight Summon,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'LateNight Summon'. Came with some notes scribbled in the margins that were actually very helpful."
445,2022-05-13,teleportation stone,Lag Portal Stone,"Listing said 'lightly cursed' but I am now on my third exorcist this week.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Lag Portal Stone'. You can still feel a bit of the previous owner's energy in the item."
446,2025-11-14,invisibility cloak,Social Exit Cape,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Social Exit Cape'. Clearly had a long life before me, but it still has plenty of magic left."
447,2025-05-08,summoning candle,LateNight Summon,Good starter item if you are okay with minor hauntings and occasional time loops.  Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'LateNight Summon'. Seller included a warning note that I really should have taken more seriously.
448,2025-08-01,lucky charm,Rent Day Rabbit Foot,Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. Came with some notes scribbled in the margins that were actually very helpful.
449,2021-12-05,summoning candle,Customer Support Candle,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'Customer Support Candle'. You can still feel a bit of the previous owner's energy in the item."
450,2022-07-19,truth serum,Blabbermouth Tonic,Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  This is a second hand truth serum called 'Blabbermouth Tonic'. Came with some notes scribbled in the margins that were actually very helpful.
451,2023-03-13,cursed doll,Porcelain Trouble,"Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Porcelain Trouble'. Came with some notes scribbled in the margins that were actually very helpful."
452,2024-02-13,truth serum,Honesty Shot,Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  This is a second hand truth serum called 'Honesty Shot'. You can still feel a bit of the previous owner's energy in the item.
453,2022-06-15,talking sword,Overly Honest Edge,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Overly Honest Edge'. You can still feel a bit of the previous owner's energy in the item."
454,2023-07-26,lucky charm,Exam Saver Trinket,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  This is a second hand lucky charm called 'Exam Saver Trinket'. Came with some notes scribbled in the margins that were actually very helpful."
455,2021-08-27,haunted ring,Spectral Promise,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Spectral Promise'. Came with some notes scribbled in the margins that were actually very helpful."
456,2021-06-09,truth serum,Tell All Elixir,Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  This is a second hand truth serum called 'Tell All Elixir'. Seller included a warning note that I really should have taken more seriously.
457,2021-07-04,magic carpet,UberCarpet X,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'UberCarpet X'. Seller included a warning note that I really should have taken more seriously."
458,2021-09-06,dragon egg,Mystery Omelette,"Decent condition for second hand magic. Smells like brimstone and lavender.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Mystery Omelette'. Came with some notes scribbled in the margins that were actually very helpful."
459,2024-07-10,summoning candle,Customer Support Candle,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'Customer Support Candle'. You can still feel a bit of the previous owner's energy in the item."
460,2025-02-18,wish coin,Regret Nickel,"Listing said 'lightly cursed' but I am now on my third exorcist this week.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Regret Nickel'. Seller included a warning note that I really should have taken more seriously."
461,2022-08-01,summoning candle,Midnight Hotline,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'Midnight Hotline'. You can still feel a bit of the previous owner's energy in the item."
462,2021-06-13,truth serum,Blabbermouth Tonic,Bought this second hand and honestly it changed my life. Used it once and now I am technically a minor king of a small valley.  This is a second hand truth serum called 'Blabbermouth Tonic'. You can still feel a bit of the previous owner's energy in the item.
463,2025-05-31,summoning candle,Customer Support Candle,"The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'Customer Support Candle'. Clearly had a long life before me, but it still has plenty of magic left."
464,2023-01-03,lucky charm,Exam Saver Trinket,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  This is a second hand lucky charm called 'Exam Saver Trinket'. You can still feel a bit of the previous owner's energy in the item."
465,2023-09-07,necromancer's grimoire,Skeleton Crew Manual,Good starter item if you are okay with minor hauntings and occasional time loops.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Skeleton Crew Manual'. Seller included a warning note that I really should have taken more seriously.
466,2025-07-20,haunted ring,Ex Engagement Band,Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Came with some notes scribbled in the margins that were actually very helpful.
467,2024-02-21,cursed doll,Annabell-ish,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  Only speaks at night and only in petty complaints about my life choices. Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Annabell-ish'. You can still feel a bit of the previous owner's energy in the item."
468,2024-12-15,lucky charm,Exam Saver Trinket,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  This is a second hand lucky charm called 'Exam Saver Trinket'. You can still feel a bit of the previous owner's energy in the item."
469,2025-03-01,wish coin,Forked Fate Token,"The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Forked Fate Token'. Seller included a warning note that I really should have taken more seriously."
470,2021-05-08,dragon egg,Fire Hazard Egg,"Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Fire Hazard Egg'. Seller included a warning note that I really should have taken more seriously."
471,2023-01-04,summoning candle,Customer Support Candle,"The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Comes with a hold music curse whenever you put it out. Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'Customer Support Candle'. Clearly had a long life before me, but it still has plenty of magic left."
472,2024-06-11,talking sword,Chatterblade,"Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Keeps rating my fighting form like a reality show judge. Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. This is a second hand talking sword called 'Chatterblade'. Came with some notes scribbled in the margins that were actually very helpful."
473,2025-08-17,invisibility cloak,Barely There Cloak,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Barely There Cloak'. You can still feel a bit of the previous owner's energy in the item."
474,2025-01-12,teleportation stone,Almost There Pebble,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Almost There Pebble'. Clearly had a long life before me, but it still has plenty of magic left."
475,2023-07-17,magic carpet,Rug of Maybe Flying,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Rug of Maybe Flying'. Came with some notes scribbled in the margins that were actually very helpful."
476,2025-03-16,necromancer's grimoire,HR For Spirits,Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'HR For Spirits'. Seller included a warning note that I really should have taken more seriously.
477,2025-06-27,time hourglass,Laggy Hourglass,"I only meant to impress my date. Accidentally became regional hero. Not complaining.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Laggy Hourglass'. Clearly had a long life before me, but it still has plenty of magic left."
478,2022-10-10,necromancer's grimoire,Raise And Shine Handbook,Decent condition for second hand magic. Smells like brimstone and lavender.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. You can still feel a bit of the previous owner's energy in the item.
479,2021-09-23,wish coin,Regret Nickel,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Regret Nickel'. Seller included a warning note that I really should have taken more seriously."
480,2021-10-07,haunted ring,Ring of Red Flags,Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ring of Red Flags'. Came with some notes scribbled in the margins that were actually very helpful.
481,2022-11-02,necromancer's grimoire,Skeleton Crew Manual,Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Skeleton Crew Manual'. Came with some notes scribbled in the margins that were actually very helpful.
