id,review_date,purchased_date,product_type,product_name,score,review_text,region,rarity,price
324,2025-11-17,2025-10-17,study-focus crystal,Study-Focus Crystal Mark I,7,This is going to sound dramatic but my best friend screamed and then asked where I bought it. I might have summoned something but it left peacefully. I love it even though it nearly set my sleeve on fire.,Willowspell Academy,epic,695.72
325,2025-11-19,2025-10-19,practice hex ring,Practice Hex Ring Late Night Release,4,Not me accidentally ordering this at 2 AM but it actually worked better than expected and didn't explode. My dorm smells weird now and I blame this. 10 out of 10 would panic buy again.,Emberlane Study Halls,common,23.52
326,2025-11-15,2025-10-25,starter spell kit,Starter Spell Kit Late Night Release,2,"I totally got this because exams are coming and my familiar refused to go near it at first which worried me. It might be cursed but like, in a fun way. Would hide this from professors immediately.",Glitterthorn District,common,37.56
327,2025-11-18,2025-10-06,practice hex ring,Practice Hex Ring Mark I,9,I blame peer pressure for this purchase because I thought it would help with homework but it started glowing angrily. It made studying slightly less terrible. Definitely keeping this hidden from my parents.,Glitterthorn District,common,24.45
328,2025-11-19,2025-09-30,study-focus crystal,Study-Focus Crystal Chaos Resistant Frame,4,"If my parents ask, I absolutely did NOT spend my allowance on this but I swear it whispered something but maybe that was just stress. It made my notes reorganize themselves which was creepy but helpful. Probably not legal for first years but who cares.",Glitterthorn District,rare,163.49
329,2025-11-18,2025-10-16,potion mishap kit,Potion Mishap Kit Chaos Resistant Frame,6,"Look, I’m just trying to survive magic school so my best friend screamed and then asked where I bought it. My broom got jealous and I'm not explaining that further. I love it even though it nearly set my sleeve on fire.",Willowspell Academy,uncommon,86.9
330,2025-11-17,2025-11-14,dorm-safety ward,Dorm-Safety Ward Gen Z Edition,4,"Okay so listen, I was NOT planning to buy this but it actually worked better than expected and didn't explode. Pretty sure this thing has an attitude. 10 out of 10 would panic buy again.",North Tower Dorms,common,21.05
331,2025-11-15,2025-11-02,potion mishap kit,Potion Mishap Kit Chaos Resistant Frame,5,My friends dared me to try this and honestly my familiar refused to go near it at first which worried me. My spells finally stopped backfiring which is a win. Would hide this from professors immediately.,Willowspell Academy,common,9.33
332,2025-11-15,2025-10-03,starter spell kit,Starter Spell Kit Group Project Update,10,I swear my teacher said I didn't need more gear but I thought it would help with homework but it started glowing angrily. The magic felt super wobbly but it stabilized eventually. Definitely keeping this hidden from my parents.,Starlight Dorm Row,epic,552.63
333,2025-11-16,2025-11-03,potion mishap kit,Potion Mishap Kit Mark I,4,So I was having the worst day ever and then I swear it whispered something but maybe that was just stress. The color changed three times and I'm choosing to accept that. Probably not legal for first years but who cares.,Young Mage Exchange Hall,uncommon,64.52
334,2025-11-17,2025-09-28,homework familiar orb,Homework Familiar Orb Group Project Update,8,This is going to sound dramatic but my best friend screamed and then asked where I bought it. I might have summoned something but it left peacefully. I love it even though it nearly set my sleeve on fire.,Moonbrook Preparatory,uncommon,107.44
335,2025-11-19,2025-09-23,emotion stabilizer amulet,Emotion Stabilizer Amulet Exam Panic Version,7,Not me accidentally ordering this at 2 AM but it actually worked better than expected and didn't explode. My dorm smells weird now and I blame this. 10 out of 10 would panic buy again.,Moonbrook Preparatory,epic,792.3
336,2025-11-19,2025-10-09,starter spell kit,Starter Spell Kit Gen Z Edition,10,"I totally got this because exams are coming and my familiar refused to go near it at first which worried me. It might be cursed but like, in a fun way. Would hide this from professors immediately.",Starlight Dorm Row,epic,360.28
337,2025-11-17,2025-11-04,practice hex ring,Practice Hex Ring Group Project Update,9,I blame peer pressure for this purchase because I thought it would help with homework but it started glowing angrily. It made studying slightly less terrible. Definitely keeping this hidden from my parents.,Horizonspell High,uncommon,87.17
338,2025-11-15,2025-11-10,homework familiar orb,Homework Familiar Orb After School Variant,10,"If my parents ask, I absolutely did NOT spend my allowance on this but I swear it whispered something but maybe that was just stress. It made my notes reorganize themselves which was creepy but helpful. Probably not legal for first years but who cares.",Willowspell Academy,uncommon,55.6
339,2025-11-15,2025-09-30,emotion stabilizer amulet,Emotion Stabilizer Amulet Mark I,3,"Look, I’m just trying to survive magic school so my best friend screamed and then asked where I bought it. My broom got jealous and I'm not explaining that further. I love it even though it nearly set my sleeve on fire.",Ravenmist Campus,uncommon,42.91
340,2025-11-14,2025-10-10,dorm-safety ward,Dorm-Safety Ward Late Night Release,6,"Okay so listen, I was NOT planning to buy this but it actually worked better than expected and didn't explode. Pretty sure this thing has an attitude. 10 out of 10 would panic buy again.",Horizonspell High,epic,892.77
341,2025-11-18,2025-10-12,homework familiar orb,Homework Familiar Orb Chaos Resistant Frame,3,My friends dared me to try this and honestly my familiar refused to go near it at first which worried me. My spells finally stopped backfiring which is a win. Would hide this from professors immediately.,North Tower Dorms,uncommon,51.82
342,2025-11-17,2025-09-24,mini broomstick,Mini Broomstick Mark I,4,I swear my teacher said I didn't need more gear but I thought it would help with homework but it started glowing angrily. The magic felt super wobbly but it stabilized eventually. Definitely keeping this hidden from my parents.,Emberlane Study Halls,rare,153.05
343,2025-11-13,2025-10-26,basic charm bracelet,Basic Charm Bracelet Chaos Resistant Frame,5,So I was having the worst day ever and then I swear it whispered something but maybe that was just stress. The color changed three times and I'm choosing to accept that. Probably not legal for first years but who cares.,North Tower Dorms,uncommon,70.55
344,2025-11-13,2025-09-27,dorm-safety ward,Dorm-Safety Ward Study Session Model,10,This is going to sound dramatic but my best friend screamed and then asked where I bought it. I might have summoned something but it left peacefully. I love it even though it nearly set my sleeve on fire.,Young Mage Exchange Hall,rare,241.84
345,2025-11-15,2025-10-18,homework familiar orb,Homework Familiar Orb Chaos Resistant Frame,9,Not me accidentally ordering this at 2 AM but it actually worked better than expected and didn't explode. My dorm smells weird now and I blame this. 10 out of 10 would panic buy again.,Horizonspell High,common,10.01
346,2025-11-14,2025-09-23,mini broomstick,Mini Broomstick After School Variant,8,"I totally got this because exams are coming and my familiar refused to go near it at first which worried me. It might be cursed but like, in a fun way. Would hide this from professors immediately.",Glitterthorn District,uncommon,98.58
347,2025-11-19,2025-10-07,mini broomstick,Mini Broomstick Study Session Model,9,I blame peer pressure for this purchase because I thought it would help with homework but it started glowing angrily. It made studying slightly less terrible. Definitely keeping this hidden from my parents.,Eastwing School of Magic,uncommon,116.72
348,2025-11-19,2025-10-29,homework familiar orb,Homework Familiar Orb Study Session Model,6,"If my parents ask, I absolutely did NOT spend my allowance on this but I swear it whispered something but maybe that was just stress. It made my notes reorganize themselves which was creepy but helpful. Probably not legal for first years but who cares.",Eastwing School of Magic,common,10.26
349,2025-11-14,2025-11-12,basic charm bracelet,Basic Charm Bracelet Study Session Model,7,"Look, I’m just trying to survive magic school so my best friend screamed and then asked where I bought it. My broom got jealous and I'm not explaining that further. I love it even though it nearly set my sleeve on fire.",Moonbrook Preparatory,epic,655.89
351,2025-11-18,2025-08-23,silver-coated blade,Silver-Coated Blade Ranger’s Pattern,3,Bought this on a whim after a long hunt and it nearly got me killed out there. Picked up beast residue that won’t wash off. Wouldn’t trust it again on any contract.,Gravemurk Ruins,rare,381.33
352,2025-11-14,2025-08-15,trollbane axe,Trollbane Axe Frontline Spec,10,"Took this into the field yesterday and it reacted fast, just when I needed it. Spooked my horse for half the night. Might buy a second one.",Direwood Crossing,common,46.69
353,2025-11-19,2025-09-15,specter veil shard,Specter Veil Shard Vanguard Edition,3,Used this during a messy job and it reacted late and cost me good coin. Needed a recharge but then behaved. Wouldn’t trust it again on any contract.,Gravemurk Ruins,epic,827.14
354,2025-11-18,2025-11-12,trollbane axe,Trollbane Axe Cold Iron Variant,10,"Added this to my kit last week and it never failed once, even under stress. Was heavier than expected but manageable. I’d recommend it to any hunter on the Path.",Gravemurk Ruins,legendary,3584.22
355,2025-11-19,2025-10-26,tracking rune compass,Tracking Rune Compass Frontline Spec,2,Got this from a trader who owed me and it failed when I needed it most. Made my medallion buzz in an odd way. Wouldn’t trust it again on any contract.,Gravemurk Ruins,common,89.69
356,2025-11-18,2025-10-19,silver-coated blade,Silver-Coated Blade Trailworn Make,4,Tested this on a swamp beast last night and it nearly got me killed out there. Worked fine after I yelled at it once. Not worth half what I paid.,Ashlain Roadstead,rare,264.88
357,2025-11-13,2025-08-10,specter veil shard,Specter Veil Shard Cold Iron Variant,8,"Grabbed this before heading into the ruins and it reacted fast, just when I needed it. Made a strange humming noise the entire time. Might buy a second one.",Gravemurk Ruins,uncommon,154.17
358,2025-11-16,2025-10-07,elemental ward gauntlet,Elemental Ward Gauntlet Field-Tested Model,9,"Tried this during a nest-clearing assignment and it did exactly what the trader promised. Got scratched up fast but still worked. Worth the coin, no question.",Rimehollow Path,uncommon,106.87
359,2025-11-17,2025-09-24,tracking rune compass,Tracking Rune Compass Veteran’s Mark,5,"Took this along for a double contract and it barely functioned, even after repairs. Left a faint glow trails behind me. Won’t be keeping this in my kit.",Fangwood Frontier,legendary,4493.96
360,2025-11-14,2025-08-29,specter veil shard,Specter Veil Shard Frontline Spec,4,Picked this up before a contract and it performed better than expected. Smelled like old swamp rags but got the job done. Wouldn’t trust it again on any contract.,Ashlain Roadstead,epic,877.3
361,2025-11-14,2025-07-23,ghoul tracker charm,Ghoul Tracker Charm Ranger’s Pattern,6,Bought this on a whim after a long hunt and the effectiveness surprised me in a good way. Picked up beast residue that won’t wash off. I’d recommend it to any hunter on the Path.,Old Border Marches,legendary,2454.85
362,2025-11-13,2025-08-05,trollbane axe,Trollbane Axe Veteran’s Mark,6,"Took this into the field yesterday and it reacted fast, just when I needed it. Spooked my horse for half the night. Worth the coin, no question.",Fangwood Frontier,uncommon,129.5
363,2025-11-18,2025-10-11,wyvern lure vial,Wyvern Lure Vial Trailworn Make,7,"Used this during a messy job and it did exactly what the trader promised. Needed a recharge but then behaved. Worth the coin, no question.",Silver Fen Outpost,common,21.85
364,2025-11-18,2025-09-17,specter veil shard,Specter Veil Shard Frontline Spec,6,"Added this to my kit last week and it never failed once, even under stress. Was heavier than expected but manageable. Would absolutely take it on my next contract.",Direwood Crossing,common,77.44
365,2025-11-17,2025-08-03,elemental ward gauntlet,Elemental Ward Gauntlet Cold Iron Variant,5,"Got this from a trader who owed me and it failed when I needed it most. Made my medallion buzz in an odd way. Worth the coin, no question.",Marrowdeep Wilds,common,23.31
366,2025-11-14,2025-07-28,beast-sense potion,Beast-Sense Potion Cold Iron Variant,9,Tested this on a swamp beast last night and the effectiveness surprised me in a good way. Worked fine after I yelled at it once. Good addition to any hunter’s loadout.,Rimehollow Path,epic,1379.59
367,2025-11-18,2025-09-28,specter veil shard,Specter Veil Shard Trailworn Make,3,Grabbed this before heading into the ruins and the magic flickered and then vanished. Made a strange humming noise the entire time. Wouldn’t trust it again on any contract.,Ashlain Roadstead,rare,281.05
368,2025-11-19,2025-08-20,beast-sense potion,Beast-Sense Potion Field-Tested Model,4,Tried this during a nest-clearing assignment and it reacted late and cost me good coin. Got scratched up fast but still worked. Would absolutely take it on my next contract.,Talonwatch Camp,uncommon,205.44
369,2025-11-13,2025-10-17,trollbane axe,Trollbane Axe Ranger’s Pattern,2,"Took this along for a double contract and it barely functioned, even after repairs. Left a faint glow trails behind me. Wouldn’t trust it again on any contract.",Ashlain Roadstead,rare,429.39
370,2025-11-19,2025-08-28,elemental ward gauntlet,Elemental Ward Gauntlet Field-Tested Model,8,Picked this up before a contract and it performed better than expected. Smelled like old swamp rags but got the job done. Would absolutely take it on my next contract.,Old Border Marches,rare,469.09
371,2025-11-16,2025-08-14,wyvern lure vial,Wyvern Lure Vial Ranger’s Pattern,8,Bought this on a whim after a long hunt and the effectiveness surprised me in a good way. Picked up beast residue that won’t wash off. Good addition to any hunter’s loadout.,Old Border Marches,epic,1104.03
372,2025-11-16,2025-10-20,ghoul tracker charm,Ghoul Tracker Charm Hunter’s Cut,8,"Took this into the field yesterday and it reacted fast, just when I needed it. Spooked my horse for half the night. Might buy a second one.",Direwood Crossing,epic,1582.99
373,2025-11-19,2025-07-22,ghoul tracker charm,Ghoul Tracker Charm Field-Tested Model,5,"Used this during a messy job and it did exactly what the trader promised. Needed a recharge but then behaved. Worth the coin, no question.",Fangwood Frontier,epic,1010.21
374,2025-11-16,2025-10-12,trollbane axe,Trollbane Axe Trailworn Make,1,"Added this to my kit last week and it barely functioned, even after repairs. Was heavier than expected but manageable. Wouldn’t trust it again on any contract.",Talonwatch Camp,epic,1393.02
375,2025-11-16,2025-08-13,wyvern lure vial,Wyvern Lure Vial Veteran’s Mark,8,Got this from a trader who owed me and it performed better than expected. Made my medallion buzz in an odd way. Would absolutely take it on my next contract.,Old Border Marches,epic,1253.18
376,2025-11-13,2025-09-11,wyvern lure vial,Wyvern Lure Vial Trailworn Make,9,Tested this on a swamp beast last night and the effectiveness surprised me in a good way. Worked fine after I yelled at it once. Good addition to any hunter’s loadout.,Fangwood Frontier,uncommon,101.6
377,2025-11-19,2025-08-20,wyvern lure vial,Wyvern Lure Vial Ranger’s Pattern,6,Grabbed this before heading into the ruins and the magic flickered and then vanished. Made a strange humming noise the entire time. I’d recommend it to any hunter on the Path.,Rimehollow Path,rare,532.97
378,2025-11-17,2025-08-06,silver-coated blade,Silver-Coated Blade Cold Iron Variant,2,Tried this during a nest-clearing assignment and it reacted late and cost me good coin. Got scratched up fast but still worked. Wouldn’t trust it again on any contract.,Marrowdeep Wilds,uncommon,116.15
379,2025-11-16,2025-09-19,trollbane axe,Trollbane Axe Vanguard Edition,7,"Took this along for a double contract and it never failed once, even under stress. Left a faint glow trails behind me. I’d recommend it to any hunter on the Path.",Marrowdeep Wilds,epic,906.66
380,2025-11-16,2025-10-12,specter veil shard,Specter Veil Shard Field-Tested Model,7,Picked this up before a contract and it performed better than expected. Smelled like old swamp rags but got the job done. Would absolutely take it on my next contract.,Ashlain Roadstead,legendary,7307.34
381,2025-11-19,2025-08-26,silver-coated blade,Silver-Coated Blade Trailworn Make,2,Bought this on a whim after a long hunt and it nearly got me killed out there. Picked up beast residue that won’t wash off. Wouldn’t trust it again on any contract.,Fangwood Frontier,uncommon,177.94
382,2025-11-14,2025-10-22,wyvern lure vial,Wyvern Lure Vial Veteran’s Mark,6,"Took this into the field yesterday and it reacted fast, just when I needed it. Spooked my horse for half the night. I’d recommend it to any hunter on the Path.",Marrowdeep Wilds,legendary,3070.82
383,2025-11-15,2025-09-19,elemental ward gauntlet,Elemental Ward Gauntlet Field-Tested Model,4,Used this during a messy job and it did exactly what the trader promised. Needed a recharge but then behaved. I should’ve left it with the trader.,Direwood Crossing,uncommon,97.57
384,2025-11-19,2025-08-31,monster restraint chain,Monster Restraint Chain Cold Iron Variant,5,"Added this to my kit last week and it never failed once, even under stress. Was heavier than expected but manageable. Worth the coin, no question.",Talonwatch Camp,uncommon,217.97
385,2025-11-16,2025-09-15,monster restraint chain,Monster Restraint Chain Hunter’s Cut,3,Got this from a trader who owed me and it failed when I needed it most. Made my medallion buzz in an odd way. Wouldn’t trust it again on any contract.,Silver Fen Outpost,uncommon,186.02
386,2025-11-19,2025-09-03,beast-sense potion,Beast-Sense Potion Hunter’s Cut,6,"Tested this on a swamp beast last night and it nearly got me killed out there. Worked fine after I yelled at it once. Worth the coin, no question.",Ashlain Roadstead,epic,1147.62
387,2025-11-18,2025-07-23,beast-sense potion,Beast-Sense Potion Field-Tested Model,6,Grabbed this before heading into the ruins and the magic flickered and then vanished. Made a strange humming noise the entire time. Wouldn’t trust it again on any contract.,Fangwood Frontier,rare,294.89
388,2025-11-13,2025-08-15,wyvern lure vial,Wyvern Lure Vial Trailworn Make,1,Tried this during a nest-clearing assignment and it reacted late and cost me good coin. Got scratched up fast but still worked. Wouldn’t trust it again on any contract.,Gravemurk Ruins,legendary,2767.5
389,2025-11-17,2025-08-12,wyvern lure vial,Wyvern Lure Vial Cold Iron Variant,1,"Took this along for a double contract and it barely functioned, even after repairs. Left a faint glow trails behind me. Wouldn’t trust it again on any contract.",Ashlain Roadstead,legendary,5242.16
390,2025-11-17,2025-09-10,trollbane axe,Trollbane Axe Night Hunt Build,1,Picked this up before a contract and it failed when I needed it most. Smelled like old swamp rags but got the job done. Wouldn’t trust it again on any contract.,Fangwood Frontier,uncommon,121.25
391,2025-11-15,2025-09-16,monster restraint chain,Monster Restraint Chain Ranger’s Pattern,4,"Bought this on a whim after a long hunt and the effectiveness surprised me in a good way. Picked up beast residue that won’t wash off. Worth the coin, no question.",Direwood Crossing,legendary,7706.35
392,2025-11-13,2025-09-25,beast-sense potion,Beast-Sense Potion Hunter’s Cut,5,"Took this into the field yesterday and it reacted fast, just when I needed it. Spooked my horse for half the night. Won’t be keeping this in my kit.",Talonwatch Camp,epic,1583.76
393,2025-11-17,2025-10-24,beast-sense potion,Beast-Sense Potion Hunter’s Cut,7,"Used this during a messy job and it did exactly what the trader promised. Needed a recharge but then behaved. Worth the coin, no question.",Fangwood Frontier,common,55.98
394,2025-11-15,2025-08-18,silver-coated blade,Silver-Coated Blade Hunter’s Cut,6,"Added this to my kit last week and it never failed once, even under stress. Was heavier than expected but manageable. I’d recommend it to any hunter on the Path.",Talonwatch Camp,legendary,4456.33
395,2025-11-15,2025-07-25,silver-coated blade,Silver-Coated Blade Ranger’s Pattern,7,Got this from a trader who owed me and it performed better than expected. Made my medallion buzz in an odd way. Would absolutely take it on my next contract.,Fangwood Frontier,legendary,5896.5
396,2025-11-18,2025-10-28,nightvision sigil,Nightvision Sigil Field-Tested Model,8,Tested this on a swamp beast last night and the effectiveness surprised me in a good way. Worked fine after I yelled at it once. Good addition to any hunter’s loadout.,Ashlain Roadstead,epic,1284.73
397,2025-11-13,2025-09-02,beast-sense potion,Beast-Sense Potion Hunter’s Cut,8,"Grabbed this before heading into the ruins and it reacted fast, just when I needed it. Made a strange humming noise the entire time. Might buy a second one.",Marrowdeep Wilds,epic,1907.0
398,2025-11-16,2025-10-09,nightvision sigil,Nightvision Sigil Vanguard Edition,6,Tried this during a nest-clearing assignment and it reacted late and cost me good coin. Got scratched up fast but still worked. Would absolutely take it on my next contract.,Marrowdeep Wilds,rare,617.03
399,2025-11-14,2025-09-05,tracking rune compass,Tracking Rune Compass Trailworn Make,3,"Took this along for a double contract and it barely functioned, even after repairs. Left a faint glow trails behind me. Wouldn’t trust it again on any contract.",Rimehollow Path,epic,1136.67
400,2025-11-13,2025-07-19,silver-coated blade,Silver-Coated Blade Veteran’s Mark,8,Picked this up before a contract and it performed better than expected. Smelled like old swamp rags but got the job done. Would absolutely take it on my next contract.,Rimehollow Path,common,70.22
